Titre,Année de sortie,Type de jeu,Description,Console,Cover,Lien IGN,Note IGN,Lien Metacritic,Lien Jeuxvideo.com,Note Jeuxvideo.com,Note Metacritic
Star Wars Outlaws,2024,Action-aventure / Monde ouvert,"Sorti en 2024 sur PS5, Star Wars Outlaws est le tout premier jeu en monde ouvert situé dans l'univers de la guerre des étoiles. Le joueur y incarne Kay Vess, une voisine débrouillarde cherchant à tenter le braquage de sa vie au milieu de la pègre galactique. Accompagnée de son petit compagnon Nix, Kay explore diverses planètes emblématiques au volant de son speeder et pilote son propre vaisseau spatial. C'est une aventure immersive palpitante qui offre une vision rafraîchissante et décalée de la galaxie.",PS5,star-wars-outlaws,https://www.ign.com/games/star-wars-outlaws,7,https://www.metacritic.com/game/star-wars-outlaws,https://www.jeuxvideo.com/jeux/jeu-1349958/,16,75
A Plague Tale – Collection,2024,Compil Action-aventure,"Cette collection réunissant A Plague Tale: Innocence et A Plague Tale: Requiem sur PS5 offre l'intégralité du voyage poignant d'Amicia et de son jeune frère Hugo. Traversant la France du Moyen Âge ravagée par la Peste Noire et l'Inquisition, les deux enfants doivent utiliser le feu et la ruse pour survivre à des nuées cauchemardesques de rats. L'écriture bouleversante des personnages s'accompagne d'une réalisation graphique somptueuse et d'une musique mémorable. C'est un chef-d'œuvre de la narration narrative contemporaine.",PS5,a-plague-tale-collection,https://www.ign.com/games/franchise/a-plague-tale,,https://www.metacritic.com/game/a-plague-tale-collection,,,
LEGO Star Wars: The Skywalker Saga,2022,Action-aventure / LEGO,"Sorti en 2022 sur PS5, LEGO Star Wars: The Skywalker Saga offre une célébration gargantuesque couvrant l'intégralité des neuf films de la saga cinématographique. Le jeu réinvente totalement la formule des jeux LEGO avec une nouvelle caméra à la troisième personne et des combats plus profonds au sabre laser et au blaster. Les joueurs peuvent explorer librement des dizaines de planètes iconiques et débloquer des centaines de personnages loufoques. C'est un titre extrêmement drôle, généreux et parfait pour tous les âges.",PS5,lego-star-wars-the-skywalker-saga,https://www.ign.com/games/lego-star-wars-the-skywalker-saga,8,https://www.metacritic.com/game/lego-star-wars-the-skywalker-saga,https://www.jeuxvideo.com/jeux/jeu-1056663/,15,82
The Incredible Crash Dummies,1993,Plateforme / Action,"Sorti en 1993 sur SEGA Mega Drive, The Incredible Crash Dummies s'inspire des célèbres mannequins de crash-test automobiles devenus mascottes d'une ligne de jouets. Le joueur contrôle Slick et Spin qui doivent secourir leurs compagnons à travers des niveaux de plateforme truffés de pièges mécaniques. La particularité du titre réside dans le fait que les héros peuvent perdre leurs membres au moindre choc tout en continuant à progresser. C'est un jeu amusant, original et très représentatif de l'ère 16 bits.",SEGA,the-incredible-crash-dummies,https://www.ign.com/games/the-incredible-crash-dummies-1993,,,https://www.jeuxvideo.com/jeux/jeu-67524/,,-
Aladdin,1993,Plateforme / Action,"Sorti en 1993 sur SEGA Mega Drive, Disney's Aladdin est un chef-d'œuvre de la plateforme 16 bits au succès phénoménal. Développé par Virgin Interactive en collaboration directe avec les animateurs de Disney, le titre propose des graphismes et des animations d'une beauté époustouflante pour l'époque. Dans la peau d'Aladdin armé d'un cimeterre et de pommes à lancer, le joueur parcourt la ville d'Agrabah jusqu'au palais du vizir Jafar. Sa bande-son fidèle au film et son gameplay irréprochable en font un monument de la console.",SEGA,aladdin,https://www.ign.com/games/disneys-aladdin-genesis,8,,https://www.jeuxvideo.com/jeux/jeu-55112/,18,-
Streets of Rage,1991,Beat 'em up,"Pionnier du beat 'em all sorti en 1991 sur SEGA Mega Drive, Streets of Rage est un classique absolu du jeu de baston urbain. Le joueur choisit parmi trois anciens policiers – Axel, Blaze et Adam – décidés à nettoyer les rues de la ville des griffes du syndicat du crime dirigé par Mr. X. Le titre brille par ses combats dynamiques, la possibilité d'appeler une voiture de police en renfort et sa bande-son musiques électroniques révolutionnaire composée par Yuzo Koshiro.",SEGA,streets-of-rage,https://www.ign.com/games/streets-of-rage,6.5,,https://www.jeuxvideo.com/jeux/jeu-56572/,17,-
Lemmings,1992,Réflexion / Puzzle,"Sorti en 1992 sur SEGA Mega Drive, Lemmings adapte avec brio le célèbre jeu de réflexion et de stratégie sur la console de salon. Le joueur doit guider une tribu de petits créatures suicidaires à travers des parcours dangereux en leur attribuant des rôles précis comme creuseur, bâtisseur ou bloqueur. L'objectif est d'amener un pourcentage minimum de Lemmings sains et saufs jusqu'à la sortie du niveau avant la fin du temps imparti. C'est un jeu passionnant qui demande logique, anticipation et sang-froid.",SEGA,lemmings,,,,https://www.jeuxvideo.com/jeux/jeu-55575/,18,-
Altered Beast,1988,Beat 'em up / Action,"Commercialisé dès 1988, Altered Beast est le titre mythique fourni avec la console SEGA Mega Drive à son lancement. Dans ce jeu d'action et de baston mythologique, le joueur incarne un centurion ressuscité par Zeus pour délivrer la déesse Athéna des mains du démon Neff. En ramassant des orbes d'énergie, le héros se métamorphose en créatures fantastiques surpuissantes telles qu'un loup-garou, un dragon ou un homme-ours. Ses répliques vocales numérisées et son ambiance rétro en ont fait un jeu emblématique.",SEGA,altered-beast,,,,https://www.jeuxvideo.com/jeux/jeu-56522/,16,-
Street Fighter II: Special Champion Edition,1993,Combat,"Incontournable monument du jeu de combat sorti en 1993 sur Mega Drive, Street Fighter II: Special Champion Edition offre l'expérience d'arcade ultime à domicile. Cette version permet pour la première fois d'incarner les quatre puissants boss du jeu – Balrog, Vega, Sagat et M. Bison – portant le casting à 12 combattants. Le titre intègre également les modes Hyper Fighting accélérés pour des affrontements encore plus intenses et techniques.",SEGA,street-fighter-ii-special-champion-edition,,,,https://www.jeuxvideo.com/jeux/add-on/jeu-99741/,,-
Micro Machines '96 / Micro Machines 2,1995,Course vue du dessus,"Micro Machines '96 sur SEGA Mega Drive propose une expérience de course en vue du dessus phénoménale et terriblement addictive. Les joueurs s'y affrontent au volant de véhicules miniatures sur des tables de cuisine, des bureaux d'écoliers ou dans des jardins potagers. Le jeu se démarque par la présence de ports cartouches spécifiques appelés J-Cart permettant de brancher directement quatre manettes sur la cartouche. C'est l'un des party games les plus conviviaux et amusants de l'ère 16 bits.",SEGA,micro-machines-2,,,,https://www.jeuxvideo.com/jeux/megadrive/00006312-micromachines-turbo-tournament-96.htm,,-
Pete Sampras Tennis,1994,Sport,"Paru en 1994 sur Mega Drive, Pete Sampras Tennis est une référence du jeu de sport sur la console 16 bits de SEGA. Parrainé par le champion américain, le titre se distingue par l'utilisation de la cartouche J-Cart intégrant deux prises manettes supplémentaires pour jouer jusqu'à quatre simultanément. Le gameplay offre une prise en main très intuitive avec la possibilité de réaliser des lobs, des amortis et des services puissants. C'est un jeu d'une convivialité exemplaire pour les tournois entre amis.",SEGA,pete-sampras-tennis,,,,https://www.jeuxvideo.com/jeux/jeu-59306/,,-
FIFA International Soccer,1993,Sport,"Commercialisé à la fin de l'année 1993 sur SEGA Mega Drive, FIFA International Soccer est l'épisode fondateur d'une franchise de jeu de sport devenue légendaire. Le jeu innove de façon spectaculaire à son époque en adoptant une vue isométrique élégante offrant une bien meilleure lisibilité du terrain. Le titre propose d'incarner des dizaines de sélections nationales dans une ambiance sonore enthousiasmante garnie de chants de supporters. C'est la pierre angulaire qui a façonné les jeux de football modernes.",SEGA,fifa-international-soccer,,,,https://www.jeuxvideo.com/jeux/jeu-55422/,,-
Astro Bot,2024,Plateforme,"Sorti en 2024 sur PS5, Astro Bot est un jeu de plates-formes 3D développé par Team Asobi qui rend un hommage flamboyant à trente ans d'histoire de PlayStation. Le joueur y guide le capitaine Astro à travers des dizaines de mondes débordants d'idées, où chaque niveau introduit un pouvoir ou une mécanique ludique inédite. La DualSense est exploitée à fond grâce à un retour haptique et des gâchettes adaptatives qui subliment chaque interaction. Parsemé d'hommages et d'Easter eggs à toute la galaxie PlayStation, c'est une ode éclatante au plaisir de jouer et l'un des meilleurs jeux de plates-formes 3D jamais créés.",PS5,astro-bot,https://www.ign.com/games/astro-bot,9,https://www.metacritic.com/game/astro-bot,https://www.jeuxvideo.com/jeux/ps5/jeu-1889822/,19,94
God of War : Ragnarök,2022,Action-aventure,"Sorti en 2022 sur PS5, God of War : Ragnarök conclut de façon titanesque l'arc nordique de Kratos dans une épopée spectaculaire et profondément émouvante. Le duo père-fils formé par Kratos et Atreus doit affronter Odin et les dieux d'Asgard alors que s'annonce le crépuscule des dieux. Le jeu perfectionne le système de combat, enrichit le bestiaire et propose une aventure d'une générosité rare à travers les Neuf Royaumes. Sa narration magistrale, sa mise en scène et sa direction artistique en font un chef-d'œuvre absolu de l'action-aventure.",PS5,god-of-war-ragnarok,https://www.ign.com/games/god-of-war-ragnarok,10,https://www.metacritic.com/game/god-of-war-ragnarok,https://www.jeuxvideo.com/jeux/ps5/jeu-1289871/,19,94
Hogwarts Legacy : L'Héritage de Poudlard,2023,Action-RPG,"Sorti en 2023 sur PS5, Hogwarts Legacy : L'Héritage de Poudlard est un jeu d'action-RPG en monde ouvert qui plonge le joueur dans l'univers magique d'Harry Potter au XIXe siècle. Étudiant de cinquième année à l'école de sorcellerie, le joueur explore librement les salles du château, le village de Pré-au-Lard et les contrées environnantes. Le système de combat à base de sorts, la personnalisation du personnage et les choix de maison offrent une liberté inédite. C'est une expérience immersive exceptionnelle tant pour les fans de la franchise que pour les néophytes.",PS5,hogwarts-legacy,https://www.ign.com/games/hogwarts-legacy,9,https://www.metacritic.com/game/hogwarts-legacy,https://www.jeuxvideo.com/jeux/ps5/jeu-1289847/,18,84
Horizon Forbidden West,2022,Action-aventure,"Sorti en 2022 sur PS5, Horizon Forbidden West poursuit l'aventure d'Aloy dans un monde post-apocalyptique plus vaste et luxuriant que jamais. La chasseresse part explorer les terres interdites de l'Ouest américain afin de percer le secret d'une peste rouge qui menace la planète entière. Le jeu enrichit le combat tactique contre les machines avec de nouvelles armes, des pièges et un arbre de compétences étendu. Sa direction artistique époustouflante et ses affrontements spectaculaires contre des créatures mécaniques colossales en font une aventure d'action-aventure mémorable.",PS5,horizon-forbidden-west,https://www.ign.com/games/horizon-forbidden-west,9,https://www.metacritic.com/game/horizon-forbidden-west,https://www.jeuxvideo.com/jeux/ps5/jeu-1237620,18,88
007 First Light,2026,Action-aventure,"Sorti en 2026 sur PS5, 007 First Light marque le grand retour de James Bond dans le jeu vidéo sous la houlette d'IO Interactive, les créateurs de la série Hitman. Le jeu raconte les origines de l'agent secret, de ses débuts de jeune marine jusqu'à son intégration au programme double zéro du MI6. Mêlant infiltration, gadgets signés Q, combats à mains nues et fusillades nerveuses, l'aventure propose des approches multiples et une excellente rejouabilité. Porté par un scénario impeccable et une mise en scène digne des films, c'est le meilleur jeu Bond depuis GoldenEye.",PS5,007-first-light,https://www.ign.com/games/007-first-light,9,https://www.metacritic.com/game/007-first-light,https://www.jeuxvideo.com/jeux/jeu-1326361/,17,87
Tekken 8,2024,Combat,"Sorti en 2024 sur PS5, Tekken 8 relance la légendaire saga de baston 3D de Bandai Namco grâce au moteur Unreal Engine 5. Le jeu prolonge le conflit générationnel de la famille Mishima avec un roster de 32 combattants et un système de combat agressif reposant sur la nouvelle jauge Heat. Le mode histoire The Dark Awakens, le mode Arcade Quest et un mode entraînement exemplaire en font l'un des jeux de combat les plus complets du genre. Sa réalisation spectaculaire et sa jouabilité nerveuse en 60 images par seconde en font un incontournable de la console.",PS5,tekken-8,https://www.ign.com/games/tekken-8,9,https://www.metacritic.com/game/tekken-8,https://www.jeuxvideo.com/jeux/ps5/jeu-1634358/,18,90
